timestamp,latitude,longitude,speed_kmh,acceleration_ms2
2024-01-01 12:00:00,37.77494074719062,-122.4193306329806,26.19345055450857,4.6069924726087415
2024-01-01 12:00:01,37.774880907932825,-122.41931771764926,30.80044302711731,-2.025139830558105
2024-01-01 12:00:02,37.7747321030428,-122.41927852654703,22.14317089339236,1.2521792167276296
2024-01-01 12:00:03,37.77462615032878,-122.4191313634628,33.30480146057257,3.9058877017105385
2024-01-01 12:00:04,37.77457669371723,-122.41915092694438,29.954946296813436,-2.572757428125893
2024-01-01 12:00:05,37.774587935063074,-122.4191181853608,28.159286604320783,-1.8931854779886397
2024-01-01 12:00:06,37.774606463399806,-122.41896894392511,26.168575340836156,-1.0142323267006699
2024-01-01 12:00:07,37.774562688078916,-122.41892122551207,26.130821950919444,-0.7704671898629663
2024-01-01 12:00:08,37.77460708039791,-122.41894650922768,24.627640961110224,0.018620106869864372
2024-01-01 12:00:09,37.774635461805396,-122.41905005311094,26.168062164659172,2.606926297957793
2024-01-01 12:00:10,37.77457390976919,-122.41908789028865,29.84149355702581,-0.9907325150752602
2024-01-01 12:00:11,37.77470849394954,-122.41893956749689,24.186597134508652,2.3568888476391283
2024-01-01 12:00:12,37.77476846055823,-122.41888733932178,34.55527125230407,2.552868736068648
2024-01-01 12:00:13,37.77465185019683,-122.41906547466586,29.292334606645948,-1.5536185798974707
2024-01-01 12:00:14,37.77462215289271,-122.418971496575,31.448034092509126,4.720155553704247
2024-01-01 12:00:15,37.77460641214114,-122.4188146822269,38.73264571405444,0.9454863010724104
2024-01-01 12:00:16,37.77479931420722,-122.41900368472797,33.339006694653946,-6.857533814559316
2024-01-01 12:00:17,37.77467913485131,-122.4190512246448,25.01757808493581,-1.6207128281734402
2024-01-01 12:00:18,37.77462999551829,-122.41885062332075,30.097581038307066,-0.27652113204946893
2024-01-01 12:00:19,37.774564711569205,-122.41878351030799,24.464535820836872,0.22901704622637986
2024-01-01 12:00:20,37.77463915840365,-122.41887834014312,30.555615130759826,1.0140896806444708
2024-01-01 12:00:21,37.774611384319776,-122.41882871483664,26.492715182125814,0.2844189426677861
2024-01-01 12:00:22,37.77457719620015,-122.41874426389255,31.124453016095398,2.7255027106018073
2024-01-01 12:00:23,37.7744125428728,-122.4188610677145,31.943720603329428,-2.1872846983504797
2024-01-01 12:00:24,37.77429494541598,-122.41889735865648,26.74988361939444,-4.080638407388578
2024-01-01 12:00:25,37.774169541131876,-122.41888590340434,23.78244378855227,2.407928293037484
2024-01-01 12:00:26,37.774117348036164,-122.41897565009498,31.565740205469407,6.809228213681763
2024-01-01 12:00:27,37.77401234212282,-122.41900443869476,37.4009002159158,-1.3310710227574987
2024-01-01 12:00:28,37.77388463640778,-122.41903126327189,28.90359815995441,-7.008771312210303
2024-01-01 12:00:29,37.77390197476707,-122.41905307601523,23.38335759149519,2.0778677431917405
2024-01-01 12:00:30,37.77381694146586,-122.41900669165696,33.05933364633789,2.0372840021956335
2024-01-01 12:00:31,37.77383142311376,-122.41914899411263,27.457925595886458,-3.614572036234886
2024-01-01 12:00:32,37.77391921900437,-122.41914022526561,25.830189573868118,0.3035666022355272
2024-01-01 12:00:33,37.77398319849174,-122.41906523844793,28.065058800357512,0.9511218909307644
2024-01-01 12:00:34,37.77403192073057,-122.4191525995303,27.732433355729647,-3.4061367951483312
2024-01-01 12:00:35,37.77392895015505,-122.41911445927656,21.25278521006085,-1.592748452627502
2024-01-01 12:00:36,37.773900443027365,-122.4191535805309,24.546936450474643,5.146811964222742
2024-01-01 12:00:37,37.77396333838919,-122.41904212137634,31.546409138506334,3.5827032044415397
2024-01-01 12:00:38,37.77382610170542,-122.4189331839068,31.712342859357722,0.5183596167800602
